Round,Loss,Accuracy
0,0.6926866173744202,0.5334433267513911
1,0.6535384058952332,0.6407501449187597
2,0.6360481679439545,0.670143336057663
3,0.627122143904368,0.666909247636795
4,0.6243378321329752,0.6723557710647583
5,0.6259986857573191,0.6717041432857513
6,0.6360610127449036,0.6747742195924123
7,0.6412319242954254,0.6701587935288748
8,0.651663472255071,0.6721924344698588
9,0.6599845886230469,0.6613697210947672
10,0.6833997766176859,0.6719269057114919

Total,0, 48126
