device_id,notification_id,activity,location,volume_mode,locked,interaction_time
adf5c3a65c8e4d0abc900fccf2b665fe,332209a3be1c45f89b3ea44dd657a39c,STILL,Home,0,False,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,3c8c94a92ddb4ffd914608e40d3a4cc2,STILL,Home,0,True,0.7083333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,9c13df4ffdc5465bbc16f8b05c213e45,STILL,Home,0,False,0.7083333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,3c7616a8f7d04abebe16ceddc9428c9a,STILL,Home,0,True,0.0
adf5c3a65c8e4d0abc900fccf2b665fe,cfa10e7ae86b4ff4b40132d6e7a44466,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,10c34432fbba4e4da3b2a97c4eddb235,STILL,Home,0,False,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,dff86f8101aa41179c717833c8a4767b,STILL,Home,4,False,0.5833333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,a3a697f22c01495f92e1a12e87b70552,STILL,Home,0,False,0.9166666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,ade158f533c94f5b860283f7a5f8a285,STILL,Home,0,False,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,93cb86d4c864466095377ad4c45ac0af,STILL,Home,0,False,0.9583333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,2beb0f2e6bbb4370884f3e473922a449,STILL,Home,0,False,0.625
adf5c3a65c8e4d0abc900fccf2b665fe,e772a9f984b6496db1b60a1873510cbe,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,d19b58bcfe2f4318900b6e7c265ce7ce,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,fa2a5480d6d046fd9fc684639d26096f,STILL,Home,0,False,0.7083333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,83f7785854da4aaab67f92df6d632bec,STILL,Home,0,True,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,1fe5f824aed843b5bbc623921449308e,STILL,Home,0,False,0.7916666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,8490895bf73f4a31adddbd9a2729c8a2,STILL,Home,0,False,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,5605e873b5f94c71acb2b2a84d61ec34,STILL,Home,0,False,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,7ccec00f6dc1418f8198ce2e1dedc549,STILL,Home,0,False,0.6666666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,4b38cd1bcffb4ba59a0bdf4b3fdf2a4d,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,d877c3a6a6af4532bd1afdd341ae4830,STILL,Home,0,False,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,cdbe79072f404cedbaf5de7307babc2f,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,1c61268ba11f4896b497d68f236f571c,STILL,Home,0,False,0.6666666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,837e6d3895f947659677e95fb16ae26d,STILL,Home,0,True,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,7baa754966a64319a30da3166f69e42c,STILL,Home,0,False,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,f66751d71fb44f39b8167f6dd5d78b54,STILL,Home,0,False,0.7083333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,d4a6b09d144641d0994a1c5119059d44,STILL,Home,0,False,0.5416666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,3d284e53ed084676bb9eafb0ed3d2273,STILL,Home,0,False,0.9583333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,d6492d3c64f04308a0c8a2f2cd2f3545,STILL,Home,0,False,0.7916666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,be7a6d3f666e4539975734795837ec19,STILL,Home,0,False,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,1af935c20a364a15adbe783b4c350f75,STILL,Home,0,True,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,57d775ee6279425a9fd6c008c808a633,STILL,Home,0,False,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,9a54acefabbe42809b30f1ce9d91782c,STILL,Home,0,True,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,f3d7ea43af69484389b327b2cb57a763,STILL,Home,0,False,0.6666666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,ce6d66ba7ece4d389a90ec27dfb4959e,STILL,Home,0,False,0.9583333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,c09345b1494a411da9a495a6f6e1b3a5,STILL,Home,0,False,0.7916666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,ee666a0afc2641e4bc775f095d01cbf7,STILL,Home,0,False,0.7083333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,de36578c225a44e1996d1bb5c623b01a,STILL,Home,0,True,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,fc48c78a8bac4e5380597a190056219a,STILL,Home,0,False,0.7083333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,27b76b6b2b454fa69b3cf11575626812,STILL,Home,0,False,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,35b2daa4f7224f4694f85ae3dd72a0f6,STILL,Home,0,False,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,1e8654a9814b484294acca37c7b15ac0,STILL,Home,0,False,0.5416666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,0e320dc89c324c668ecfec1557356ec7,STILL,Home,0,False,0.7916666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,fb6eb72cfc4e4eab9642f55af1b1cdc8,STILL,Home,0,False,0.9166666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,568be07fac2a45b1b852a65b32426d40,STILL,Home,0,True,0.9166666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,41d966b404ff4555a67da8824f19fe03,STILL,Home,0,True,0.041666666666666664
adf5c3a65c8e4d0abc900fccf2b665fe,88d98664a616492ba09eb08a52ba7481,STILL,Home,0,True,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,ce1dae03cf274608bc3f7d29b8ec1181,STILL,Home,0,False,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,8d1e923861ac41239a24a4ed051382dc,STILL,Home,0,False,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,c21805e355854285a0e7bcaa1b6bfcf5,STILL,Home,0,True,0.7083333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,4856f1eb36dc4e97ad11c632a34afddc,STILL,Home,0,True,0.7083333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,a1a15e39ec0848428c1a676ee8a5421e,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,827a4a6935e243bcb5b540d29a062a4d,STILL,Home,0,True,0.0
adf5c3a65c8e4d0abc900fccf2b665fe,87c34e5abb2843f786c15314120b1af6,STILL,Home,4,False,0.5833333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,b0305880540c4faebc475146dafa5403,STILL,Home,0,True,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,3e94bc7dc13d4d4caf06b2e6f33a7385,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,4c722b136b9f45f5974632e1ae474863,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,8d7700fb7e36404e83a0bed58ecc2a49,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,c6975785921a4a2b9bdf00d6e139a301,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,79b837c5737d4c7d8bc746a6f525c05c,STILL,Home,4,False,0.5416666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,3bb5d26bfb5b42bd89df698fdcb90004,STILL,Home,0,True,0.875
adf5c3a65c8e4d0abc900fccf2b665fe,35c5d7b557824714a144a53dbee423f3,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,5e3fff2219d745c79a84acaa220287d5,STILL,Home,0,False,0.7083333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,34d17f0596b1417cbb2e3dc15734506d,STILL,Home,0,False,0.875
adf5c3a65c8e4d0abc900fccf2b665fe,47a44f86a0fd4ba88a47a78508023413,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,180b9f62eb3c4fcc979eed0c4690dc0c,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,df8ed442632d4ee891890bc57e815341,STILL,Home,0,False,0.9583333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,5036ba0580e04bc190e134a2ea789e4d,STILL,Home,0,False,0.0
adf5c3a65c8e4d0abc900fccf2b665fe,b5f4735f9ce444159b0a94c9ac88ac4c,STILL,Home,0,True,0.5833333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,4d03181ac6ed4452b04cbb5c2cd97545,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,2bf7fba9e6584225bdcaad1c520935e4,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,467645a9f00545578ac023817de48e7c,STILL,Home,0,False,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,a1c53fb5faa94b62833d18853601193f,STILL,Home,0,True,0.6666666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,132f889ed56d49c4917e49ef9b92797d,STILL,Home,0,False,0.9583333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,d91e0392769643cab99bf898aed7db4b,STILL,Home,4,False,0.5833333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,f48031375810493a996872179eb2acb0,STILL,Home,0,True,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,df8a2f60ac9a4d15a1c635d039745a0d,STILL,Home,0,False,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,615ba63627d245ab884751df530b1409,STILL,Home,0,False,0.0
adf5c3a65c8e4d0abc900fccf2b665fe,1b5bd493740347238845f712b4d558ee,STILL,Home,0,True,0.5833333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,8214686b68374a31b22f56368823ffde,STILL,Home,4,False,0.5833333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,773e294f795744e6840451047676f384,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,a65beb844e334c20ac2129d0b575d957,STILL,Home,0,False,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,7b860b59ed504ec2821326d8275fa3ec,STILL,Home,0,True,0.5833333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,257514e443d644e89333c5c4aeb68ddb,STILL,Home,0,False,0.5416666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,547edbaa1c844b9b9a122ef8bd4ffae3,STILL,Home,0,True,0.0
adf5c3a65c8e4d0abc900fccf2b665fe,a7ffe96120784cc3a4aecd1485f09fcf,STILL,Home,0,False,0.6666666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,1e5df3e8dbf04c39bf4f0be12fc45a6f,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,e815165452f44fa3a2816e3d4a7c8632,STILL,Home,0,False,0.16666666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,3cab1f6a36cf4d23857a83b292ee404e,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,aed353b8b9f3438ea2da418fe70a148d,STILL,Home,0,False,0.875
adf5c3a65c8e4d0abc900fccf2b665fe,654a2a182b3444b486edc5d236bda9b6,STILL,Home,0,False,0.875
adf5c3a65c8e4d0abc900fccf2b665fe,93cd64b5682f47a6bbadfa2a8f2b2ceb,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,9c8681b2a1e7403c90d7b71b182d3fc2,STILL,Home,0,False,0.875
adf5c3a65c8e4d0abc900fccf2b665fe,436bd388cf994badac5c4b4120709628,STILL,Home,0,True,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,d1c118e53b6d47238c3b121bd607f1d8,STILL,Other,0,False,0.625
adf5c3a65c8e4d0abc900fccf2b665fe,066daa049bef495ca1d864e7845de8e0,STILL,Home,0,False,0.0
adf5c3a65c8e4d0abc900fccf2b665fe,d2544564555d461baee8cff2e51db716,STILL,Home,0,True,0.875
adf5c3a65c8e4d0abc900fccf2b665fe,ac45895827b9423cb960d2a0f67e1aba,STILL,Home,0,True,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,99f5554d726945f09cbd257db51b1068,STILL,Home,0,True,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,725af910c84e43e5bcb5a07f59e05be0,STILL,Home,0,False,0.16666666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,fa44cb5f4dc442eeabae3f80df78b3fb,STILL,Home,0,True,0.9166666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,ce2e8775ede34386849e06bcd1be0c96,STILL,Home,0,True,0.625
adf5c3a65c8e4d0abc900fccf2b665fe,fb957298516a4ca5a279d0b73a62d8b0,STILL,Home,0,True,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,092f5555352a4d788d3885478fa9f57c,STILL,Home,0,False,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,2644c5334035497da143d0ad4e2ec56c,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,b92a4b3a71764933820bdd10e2583fb4,STILL,Home,0,True,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,568fe780cf3e4df1b85035b3a16def43,STILL,Home,0,False,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,7347e071d62146b698d1d933af0ee0f9,STILL,Home,0,False,0.7083333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,be57e3676039457497c3ccbde1158ec8,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,cabf515f78a04ab99241e2113229231e,STILL,Home,0,False,0.08333333333333333
adf5c3a65c8e4d0abc900fccf2b665fe,d133f1f6ea0a46f9b36555f4b9fa1aed,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,327ba95a055f4ca3aee19700566ef346,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,b8d79b8bf4704b66af307081ea3dd4d6,STILL,Home,0,False,0.0
adf5c3a65c8e4d0abc900fccf2b665fe,027a96c5b9174d4e9d579a2cfd8276b5,STILL,Home,0,False,0.6666666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,f7e50add32f8441cbb96b0e0119cbf8a,STILL,Home,4,False,0.5416666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,2b95d2c06b3641f3af471866ea5c9b10,STILL,Home,0,False,0.7916666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,54edf6085f4c4a66bb36bf4784dac444,STILL,Home,0,False,0.875
adf5c3a65c8e4d0abc900fccf2b665fe,1982a97292524da09096eb6f09803438,STILL,Home,0,False,0.5833333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,32913c7c388c42aca1c7ae4c17faee56,STILL,Home,0,False,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,ede95a67e603410b85cec00dff131632,STILL,Home,0,False,0.7083333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,a143a7ffb572426da52e9cbe79b1ff11,STILL,Home,0,True,0.7916666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,f03f810b085744d0a4ac6f1e25f9c744,STILL,Home,0,True,0.875
adf5c3a65c8e4d0abc900fccf2b665fe,d005c6e1114e43d5845283f0150cae65,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,63a97012e6ca4e0587abce4faa130f7d,STILL,Home,0,False,0.7083333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,b6aeba72a1e04396a7b5a03c94e9d5a5,STILL,Home,0,False,0.7083333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,3d36af20497a4309948a18ba784d28e1,STILL,Home,0,False,0.9166666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,383f6886af1546b89207b71d955e936c,STILL,Home,4,False,0.5416666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,15236cd85db749d79cd0b6fe4738ac33,STILL,Home,0,False,0.7916666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,a7ed80abc5904892b6d07b36eb2daeaf,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,674b3b6a03f64793bb135feeecac3b00,STILL,Home,0,False,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,21ae856263c24cffa42024ce34761bde,STILL,Home,0,True,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,f761e24979554446be48336a801b744d,STILL,Home,0,True,0.625
adf5c3a65c8e4d0abc900fccf2b665fe,0a170871fafc43ddadf508d9676c92f9,STILL,Home,0,True,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,bd0ce6d0dd8948049609ac9e02b64d87,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,157b6998fb0347e1b7375fe17cc0e513,STILL,Home,0,False,0.7083333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,da9e5fca3dfd41859d53e1f34fc0e63d,STILL,Home,0,False,0.9166666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,ff1609f2c01343f3ad0958d37265767d,STILL,Home,0,False,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,af9435bcf0a646659b7739fd248eedb5,STILL,Home,0,False,0.0
adf5c3a65c8e4d0abc900fccf2b665fe,73046c66404e4239bbfaf25fa8a645ec,STILL,Home,0,True,0.875
adf5c3a65c8e4d0abc900fccf2b665fe,c5c047aea2db48fd9c18358b7a70e069,STILL,Home,0,False,0.875
adf5c3a65c8e4d0abc900fccf2b665fe,dc6add51c01b40dbafcce797b0314aff,STILL,Home,0,True,0.6666666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,a2577e703b7b491c8402095e0fca8441,STILL,Home,0,False,0.7083333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,7d6ef546b36142fcbcf796a5e4b55f00,STILL,Home,0,True,0.9166666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,7ba8eea7dc274de88003620bc7011a2f,STILL,Home,0,False,0.7083333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,b135c9359cb8491ebfe1ab5d8f786d09,STILL,Home,0,False,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,52f9b7c48ee943049197dec054b66941,STILL,Home,0,True,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,1bfa5e9fc7fb450a98ad36f7ce5d4f19,STILL,Home,0,False,0.9583333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,aef681dcd2914d938fc3d7b310ba7a01,STILL,Home,0,True,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,d251d96984df4887ac929f22baa33c8a,STILL,Home,0,False,0.7083333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,b3c526bf080e417abe8b1d72dca72e43,ON_FOOT,Home,0,True,0.5833333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,a6d8451004b3431f9dc3281cc8510991,STILL,Home,0,False,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,0e975ff07aa44d7db698499e0253a632,STILL,Home,0,False,0.9166666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,75592b2cf2b74afbbbfbe67b4febb1e3,STILL,Home,0,False,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,28f25123f8604ff7997eff2fd7e78669,STILL,Home,0,False,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,f849e2ef84e5428bae1109f0079dca60,STILL,Home,0,False,0.5416666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,0646797944594ef2b0af64fc87a8008b,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,934d9d35d0fc4616af6687eb2729704a,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,760e782653cf4b6b983589f5c0adac7a,STILL,Home,0,False,0.08333333333333333
adf5c3a65c8e4d0abc900fccf2b665fe,fc65d26981274e73a42d2bdf1deb9418,STILL,Home,0,True,0.7916666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,764d80d50b3b4d3e98b46f7e51460c3a,STILL,Home,0,True,0.08333333333333333
adf5c3a65c8e4d0abc900fccf2b665fe,ec8fa4a456b44a9eade19818e5082459,STILL,Home,0,True,0.7083333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,fbb0ad34c53a44ecac189858f641e9f2,STILL,Home,0,True,0.9583333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,18e104a0dc514dce9cefbc47abab6708,STILL,Home,0,False,0.9166666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,343e226580ba44e9a9de14628af7082f,ON_FOOT,Home,0,True,0.5833333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,a7c2d2303fa14c8e97b1bd86e9c94ce6,STILL,Home,0,True,0.9166666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,e9135304553345538a568fe1e7e493a3,STILL,Home,0,True,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,43a1dcfad50b4608848583324d2631e9,STILL,Home,0,True,0.7083333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,a0bba4ff5278487dab4f662ae6bb5da1,STILL,Home,0,False,0.875
adf5c3a65c8e4d0abc900fccf2b665fe,ed2c20371d7c44479649a8147dcdd259,STILL,Home,0,False,0.5416666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,15137fa3129e4da1b9a9485a777333da,STILL,Home,0,False,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,13bcaac52d48409d8e1a40f3cb029947,STILL,Home,0,True,0.5416666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,3dd931d8cdc046e093d50f05dd22aa88,STILL,Home,0,True,0.7083333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,88a13e9911fc4c988917acacdd7faf02,STILL,Home,0,False,0.5416666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,fe9cfaf130cd4f6bbc5f3f2b3afe580c,STILL,Home,0,False,0.9166666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,52841d5e7f8f4ed3887c9e3d59e6b80f,STILL,Home,4,False,0.5416666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,764543fc8bce4759b8a831e6f99ec79f,STILL,Home,0,False,0.08333333333333333
adf5c3a65c8e4d0abc900fccf2b665fe,47cd931d6d7e4adf8c84ac352b915a72,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,32753a6b9a7f4b48a0b8e1b1dc4028ac,STILL,Home,4,True,0.5833333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,6308d5959e3d47afbc9d96744737797a,STILL,Home,0,True,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,50958250d468411da7fa48e9c93e8e32,STILL,Home,0,False,0.875
adf5c3a65c8e4d0abc900fccf2b665fe,6d5856f3e6bc43f7bc7dd274597c046a,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,0e7eee170b974e0c9fec5a12f4cba9b4,STILL,Home,0,False,0.6666666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,844db4f6589444948f94382b4feded64,STILL,Home,0,False,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,1e041e93a7f94572b1de3ae8380a14ea,STILL,Home,0,False,0.7083333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,cfac21e273fc4b648f2534ac487b34cd,STILL,Home,4,False,0.5416666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,625561d99a1c4c6483af1a334122ec28,STILL,Home,0,False,0.9166666666666666
adf5c3a65c8e4d0abc900fccf2b665fe,294da9caffc64335a3e93bbc8984ef5f,STILL,Home,0,False,0.08333333333333333
adf5c3a65c8e4d0abc900fccf2b665fe,adb8f0ac538447c7ab22252611957d92,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,fb56cca57e5d4bc88919eb50024cf67d,STILL,Home,0,False,0.875
adf5c3a65c8e4d0abc900fccf2b665fe,c4ca5140d54a4fb9875a52af69c8ddbb,STILL,Home,0,False,0.08333333333333333
adf5c3a65c8e4d0abc900fccf2b665fe,a014111d3cb34d88952d436c19daf6bd,STILL,Home,0,True,0.9583333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,352d9319db6d40f7bfd5d6ae1de6c74a,STILL,Home,0,True,0.9583333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,ddb25e43a1ab4d17b45adb2042684f85,STILL,Home,0,True,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,8aee0fc4a33a4cd4a91b959f333dcf49,STILL,Home,4,False,0.125
adf5c3a65c8e4d0abc900fccf2b665fe,b4a91152563548b29fa0bb7e2f3ad3f1,STILL,Home,0,False,0.8333333333333334
adf5c3a65c8e4d0abc900fccf2b665fe,4fd998f3c2ef43fa9babc7d03cebbbba,STILL,Home,0,False,0.75
adf5c3a65c8e4d0abc900fccf2b665fe,0d4fa4db1ce04136ba1c88ef720d97e9,STILL,Home,0,True,0.875
