Round,Loss,Accuracy
0,0.6936164498329163,0.47826087474823
1,0.6824453473091125,0.5817805528640747
2,0.6633524298667908,0.6107660531997681
3,0.6519181728363037,0.6149068474769592
4,0.6487030386924744,0.6149068474769592
5,0.6493672728538513,0.6190476417541504
6,0.6470716595649719,0.6190476417541504
7,0.6482529044151306,0.6211180090904236
8,0.6494141817092896,0.6293995976448059
9,0.6534833908081055,0.6149068474769592
10,0.6607577800750732,0.6211180090904236
