device_id	notification_id	prox
adf5c3a65c8e4d0abc900fccf2b665fe	ddb0240b7aa742b3ba5ce526c6297e58	1
d143f2f107854051bfc9e2cbe8c913b5	83ee34ad9739491b839c2d738024a838	1
6fcc5b3f284642e7b91d8c16df97167a	b9f2002da06645a494aa7825bc4a2955	0
3ac8550c4587483290c57e5e98d6ee05	6878bd97e4bf471da6f8cc2a9838c324	1
3ea1a425177d4163a5a9f04c690d2965	adc62dd4cbfc454b9b874ff76f566b32	0
6fcc5b3f284642e7b91d8c16df97167a	1009809689e74695b8e7050905038dc2	0
adf5c3a65c8e4d0abc900fccf2b665fe	9aa07b3c5c8e4f8dbdc523862a067341	1
3ac8550c4587483290c57e5e98d6ee05	260707b2c9e1459396ce1518f6badc82	1
6dbcd91158e248bea04dd5dd7c81e76e	708a0aa7ac8248b9956ecfdbe7de43de	1
d143f2f107854051bfc9e2cbe8c913b5	28989429dabe4cfc81dc20c7de02baf3	1
d143f2f107854051bfc9e2cbe8c913b5	d75e9a83825442219e9dfeb4a2d904fe	1
adf653615f6644e5a2feeabf5f7ac675	df360c5bce2a4106a60a594a663d67fa	1
f388a39a209144198f1312861dab3105	c89f6f924f5949a89b89dc2db2a83284	1
d143f2f107854051bfc9e2cbe8c913b5	dec94afd687e460fa85184e99b6e023c	1
6dbcd91158e248bea04dd5dd7c81e76e	4256ee537c794aa0b3db36f46ccd7830	1
f388a39a209144198f1312861dab3105	b8aa40704e3347fb80d118e86b98ccd4	1
3ac8550c4587483290c57e5e98d6ee05	fb962c9e483b4b599413f45f935610b0	1
6fcc5b3f284642e7b91d8c16df97167a	ab87d83fb2544f39910ce272ab6667f0	0
db9a6313e6e84616b9be27054a2094b2	cdca9c30708a4d48b0e8d602699e3473	0
db9a6313e6e84616b9be27054a2094b2	bc8e0c3c2b2f424c901745a21b0f8a5c	1
db9a6313e6e84616b9be27054a2094b2	b026079d18a640c9a5cfc3897802ba95	1
3ac8550c4587483290c57e5e98d6ee05	2fb8c82436c34172ab79741757164402	0
6fcc5b3f284642e7b91d8c16df97167a	78d1438683f44abfa18104fb42a8a89d	0
f388a39a209144198f1312861dab3105	fe60c70e16cd4cba9561d053626e76ff	1
f388a39a209144198f1312861dab3105	ba4256ddee104caab7ab10f11447922f	1
adf5c3a65c8e4d0abc900fccf2b665fe	1113127ac8c74bc6867a4797f5c4b8ed	1
db9a6313e6e84616b9be27054a2094b2	eb154632f893443aa30e1afe7dbb71cb	1
6dbcd91158e248bea04dd5dd7c81e76e	8679b6998bc7461d8a5e79a284289055	1
d143f2f107854051bfc9e2cbe8c913b5	275f99c9db8a44cebef78347fb813cc8	1
6dbcd91158e248bea04dd5dd7c81e76e	a0f726c3fec445d68f8d19586bc6f268	0
43fd6ac3ba544d0aa99bb50a266d1f76	af52c2cbe2134957a90f45da53a47607	0
3ac8550c4587483290c57e5e98d6ee05	2b9981e9b484446ca50a718e47933cba	1
e79a7d3e6985433d82ade35e42d3f1ff	c24501a30e424135a44d81fc781c2823	1
3ac8550c4587483290c57e5e98d6ee05	c4cce2097e184f0ba2969fb375265668	1
d143f2f107854051bfc9e2cbe8c913b5	af71e45c64a143d2a1ac9ff83881f4ca	1
adf653615f6644e5a2feeabf5f7ac675	5a312862222149578fbadc66476a3c12	1
e50958b880754ea19659c6aa7f1e9dd7	043990a43d424c8db7fba6f709c20ad2	0
db9a6313e6e84616b9be27054a2094b2	2b3e1d7656b442578ba05cc1faa8ca5c	1
db9a6313e6e84616b9be27054a2094b2	6d2dd2ad457642a3b22a092355fa89cd	1
adf653615f6644e5a2feeabf5f7ac675	d26d91b6f16e4de2833aac32524b312b	1
6dbcd91158e248bea04dd5dd7c81e76e	5ec9d363fd474410a71fd50b5afcdcb7	1
adf653615f6644e5a2feeabf5f7ac675	07000796d9ce4679ab4437073944f90e	1
3ac8550c4587483290c57e5e98d6ee05	89f1ed88389241a38acfc1eeb8e7fec0	1
adf653615f6644e5a2feeabf5f7ac675	b6e9d982adef497dbd91c9827ce6e2b2	1
adf653615f6644e5a2feeabf5f7ac675	93d7f2e93af047bfa2a420bf5c2f5c2c	0
6fcc5b3f284642e7b91d8c16df97167a	11207a37efb64083806f082f00b4890c	0
29727154906d4b7bbda2f43a866876b6	bd08a47ac2714b418925b057d8835ef0	0
94f50e4b32c14cc287c6165e4681cd6b	c0ad955d057d4427a36f3faa46c60019	1
db9a6313e6e84616b9be27054a2094b2	5ac52c54d6864839bfd9179c028aa971	1
6fcc5b3f284642e7b91d8c16df97167a	1a38588365f342efa33ab047e3d0e019	0
3ac8550c4587483290c57e5e98d6ee05	7c83b0e73dbc4855bf512566962cca4d	0
43fd6ac3ba544d0aa99bb50a266d1f76	5c83e82c118b4bf8922a96151269a376	1
adf653615f6644e5a2feeabf5f7ac675	ede963c277da419985286a3e2c619d89	1
6dbcd91158e248bea04dd5dd7c81e76e	9d425eeb3d7a426cb90181533d63af96	1
d143f2f107854051bfc9e2cbe8c913b5	0c582d8cde6148908fb2ca30f01823af	1
3ac8550c4587483290c57e5e98d6ee05	9bf1fe115cf1490a9f5a7403e4358530	1
6fcc5b3f284642e7b91d8c16df97167a	cd464c2ca09f4c199109ecea2eb0fe20	0
adf653615f6644e5a2feeabf5f7ac675	d6f596c8d97841d6b985274c39d794bb	1
43fd6ac3ba544d0aa99bb50a266d1f76	eeca78d5cd884380abede402464668bf	1
f388a39a209144198f1312861dab3105	4f01854f44dc497490ce6d7cb1b6dbd6	1
6dbcd91158e248bea04dd5dd7c81e76e	c105d5c049c5498e9ab68b4841b30fac	1
6dbcd91158e248bea04dd5dd7c81e76e	17a63ebfdae445ec90af618f780a7618	1
d259e34acbe0453e9cc4df85a354dc52	91209209db9b41eaa7608a91c5101e1c	1
ef24e3578f264168ae5adfb7e75e4cea	c00df6e3824b451fadd2ea36161e12a6	0
3ac8550c4587483290c57e5e98d6ee05	80c33eae9d8d4701845340f75de4dd1f	1
3ac8550c4587483290c57e5e98d6ee05	1aa8916330f440eebe5c140b5653a7a1	1
d143f2f107854051bfc9e2cbe8c913b5	606524f972ae484aa6896fe55174e7dd	0
3ac8550c4587483290c57e5e98d6ee05	36c5671ae973415a9fb149ee79117223	1
adf5c3a65c8e4d0abc900fccf2b665fe	3a781b812a5a4425a210b068f1141667	0
db9a6313e6e84616b9be27054a2094b2	9d38f160973c4a4ba2c359e6b01019cd	1
adf653615f6644e5a2feeabf5f7ac675	6d7a820aaada4e26b8019e4ab94085a3	1
43fd6ac3ba544d0aa99bb50a266d1f76	7d5fb69a1e424f2cbb686ba7f6e0a6e5	1
db9a6313e6e84616b9be27054a2094b2	be7441ad12354cc39c7c3ddde83d3c69	1
adf5c3a65c8e4d0abc900fccf2b665fe	35115bd922e24d769990a7cf41e3f8f1	1
db9a6313e6e84616b9be27054a2094b2	75404906293644f0903bcae3bcb87488	1
3ac8550c4587483290c57e5e98d6ee05	d36d81c19b8d442f8ddfeaf202418997	1
3ea1a425177d4163a5a9f04c690d2965	524083cb1d614c8fb50be26587d837df	0
6dbcd91158e248bea04dd5dd7c81e76e	7e83ce3d13ad4c3eba0e16eb5084c67e	0
f388a39a209144198f1312861dab3105	36133cee49db48f2bc5b7c1fbac10b06	1
d143f2f107854051bfc9e2cbe8c913b5	49cb3e53f97340328feab86edfe7f28d	1
6dbcd91158e248bea04dd5dd7c81e76e	a9044eb2622c407cbbf29c8e396e4e9d	1
d143f2f107854051bfc9e2cbe8c913b5	d7042583f89c4336be113f44eac03286	1
