device_id	notification_id	name
43fd6ac3ba544d0aa99bb50a266d1f76	e41c1ed0f0e94780badd647a708b6c46	GDCTPMZZ
3ac8550c4587483290c57e5e98d6ee05	5f20859b50b44ef19a7edf799fe2fe21	KLJCFNJS
3ac8550c4587483290c57e5e98d6ee05	5f20859b50b44ef19a7edf799fe2fe21	PNOMEUFB
db9a6313e6e84616b9be27054a2094b2	6ede75514e9b4578a28ea8e353c7e35e	DDVKCOFT
db9a6313e6e84616b9be27054a2094b2	6ede75514e9b4578a28ea8e353c7e35e	WTWKPFUJ
db9a6313e6e84616b9be27054a2094b2	6ede75514e9b4578a28ea8e353c7e35e	RGXCMRVG
db9a6313e6e84616b9be27054a2094b2	6ede75514e9b4578a28ea8e353c7e35e	MKYHVVCD
db9a6313e6e84616b9be27054a2094b2	6ede75514e9b4578a28ea8e353c7e35e	ANQWJBMW
adf653615f6644e5a2feeabf5f7ac675	d6927b6e57704e55be9f4f8448fc5c84	UNEUOMOP
adf653615f6644e5a2feeabf5f7ac675	d6927b6e57704e55be9f4f8448fc5c84	KNMEARLH
adf653615f6644e5a2feeabf5f7ac675	d6927b6e57704e55be9f4f8448fc5c84	SKOOJFOA
adf653615f6644e5a2feeabf5f7ac675	d6927b6e57704e55be9f4f8448fc5c84	OGXGFZVB
adf653615f6644e5a2feeabf5f7ac675	d6927b6e57704e55be9f4f8448fc5c84	VYTCSJEA
3ac8550c4587483290c57e5e98d6ee05	f2a7bd67fa2b4c339117e9aad9936567	SNRKAJGM
3ac8550c4587483290c57e5e98d6ee05	f2a7bd67fa2b4c339117e9aad9936567	SACFZELC
3ac8550c4587483290c57e5e98d6ee05	f2a7bd67fa2b4c339117e9aad9936567	ZBYVAYSU
43fd6ac3ba544d0aa99bb50a266d1f76	1ff4c662533e4f2a9bbc5447ac324707	YOOOTIKE
adf653615f6644e5a2feeabf5f7ac675	14be130d78b046458044fa6803932222	ACMJMQPP
adf653615f6644e5a2feeabf5f7ac675	14be130d78b046458044fa6803932222	ELPGBUIM
adf5c3a65c8e4d0abc900fccf2b665fe	383f6886af1546b89207b71d955e936c	ZBYVAYSU
adf653615f6644e5a2feeabf5f7ac675	170de3a8753a4a9b86c504bba67ce02c	KVWKPIUF
adf653615f6644e5a2feeabf5f7ac675	170de3a8753a4a9b86c504bba67ce02c	ACPOCMLL
adf653615f6644e5a2feeabf5f7ac675	51e3f2c406eb4961be31acaacfe38f2f	XEPBHJQC
adf653615f6644e5a2feeabf5f7ac675	51e3f2c406eb4961be31acaacfe38f2f	TDFAKAEQ
adf653615f6644e5a2feeabf5f7ac675	51e3f2c406eb4961be31acaacfe38f2f	SKOOJFOA
adf5c3a65c8e4d0abc900fccf2b665fe	0834f177129c4c80945783301680138b	JIXETBCI
e79a7d3e6985433d82ade35e42d3f1ff	68077d0028ed46f2ad18e5d3a0107ef9	ZWPLBGAJ
e79a7d3e6985433d82ade35e42d3f1ff	68077d0028ed46f2ad18e5d3a0107ef9	MFLXLETD
e79a7d3e6985433d82ade35e42d3f1ff	68077d0028ed46f2ad18e5d3a0107ef9	QRNBDMYG
e79a7d3e6985433d82ade35e42d3f1ff	68077d0028ed46f2ad18e5d3a0107ef9	JXNTVQOC
43fd6ac3ba544d0aa99bb50a266d1f76	1c280ed26794400385ad384a7dc54246	HBDVXVVU
43fd6ac3ba544d0aa99bb50a266d1f76	1c280ed26794400385ad384a7dc54246	RGXCMRVG
43fd6ac3ba544d0aa99bb50a266d1f76	1c280ed26794400385ad384a7dc54246	ZORIKJKR
3ac8550c4587483290c57e5e98d6ee05	128be7f040e549f185de0bb5d08dc7b8	SNRKAJGM
3ac8550c4587483290c57e5e98d6ee05	128be7f040e549f185de0bb5d08dc7b8	RNYZDRXC
3ac8550c4587483290c57e5e98d6ee05	128be7f040e549f185de0bb5d08dc7b8	ZBYVAYSU
3ac8550c4587483290c57e5e98d6ee05	128be7f040e549f185de0bb5d08dc7b8	NVIGGEUY
3ac8550c4587483290c57e5e98d6ee05	929cb205711e441b8fc9fb8c89052c8c	SNRKAJGM
3ac8550c4587483290c57e5e98d6ee05	929cb205711e441b8fc9fb8c89052c8c	SACFZELC
6dbcd91158e248bea04dd5dd7c81e76e	785519b7862e4cdcbb554389165e9425	ZQQDGGIE
f388a39a209144198f1312861dab3105	549cf57086534b2bbf5ceb6cd31bac62	SXGMVZJZ
f388a39a209144198f1312861dab3105	549cf57086534b2bbf5ceb6cd31bac62	LOCTBZQV
f388a39a209144198f1312861dab3105	549cf57086534b2bbf5ceb6cd31bac62	MNJEVLGM
adf653615f6644e5a2feeabf5f7ac675	c85084b0b72f4a749bf7e8445cd555b6	MGFFKCQU
f388a39a209144198f1312861dab3105	029231eda47a4894a748eba1cbbe4614	WTWKPFUJ
adf653615f6644e5a2feeabf5f7ac675	a366b63e178c4e9eb5821592f917deea	EOGNTSAA
adf653615f6644e5a2feeabf5f7ac675	a366b63e178c4e9eb5821592f917deea	ZORIKJKR
3ac8550c4587483290c57e5e98d6ee05	28f692b796b84df588d385d120ffe897	SNRKAJGM
adf653615f6644e5a2feeabf5f7ac675	4fa3abf0a75e441cb0eab478d41817bb	QGFBECJU
adf653615f6644e5a2feeabf5f7ac675	28fc47ecf618431ab09304faaf764229	SUMDACVA
adf653615f6644e5a2feeabf5f7ac675	28fc47ecf618431ab09304faaf764229	KVWKPIUF
adf653615f6644e5a2feeabf5f7ac675	28fc47ecf618431ab09304faaf764229	ACPOCMLL
adf653615f6644e5a2feeabf5f7ac675	28fc47ecf618431ab09304faaf764229	MOATPEDE
db9a6313e6e84616b9be27054a2094b2	c3472d580df048be923e38082190baab	CKGJSHVC
db9a6313e6e84616b9be27054a2094b2	c3472d580df048be923e38082190baab	LPKOGQDW
adf653615f6644e5a2feeabf5f7ac675	c2a4241005f446efa6d55a9d726981bc	ACPOCMLL
adf653615f6644e5a2feeabf5f7ac675	c2a4241005f446efa6d55a9d726981bc	QUDIHXTZ
adf653615f6644e5a2feeabf5f7ac675	c2a4241005f446efa6d55a9d726981bc	KVWKPIUF
3ac8550c4587483290c57e5e98d6ee05	0d20a143bd5a49a4afe7663a940312d5	ZBYVAYSU
3ac8550c4587483290c57e5e98d6ee05	0d20a143bd5a49a4afe7663a940312d5	SACFZELC
db9a6313e6e84616b9be27054a2094b2	e59eee36963b43e190734a331d659f0c	WOERNRQL
db9a6313e6e84616b9be27054a2094b2	e59eee36963b43e190734a331d659f0c	VRIGNDSU
db9a6313e6e84616b9be27054a2094b2	e59eee36963b43e190734a331d659f0c	ANQWJBMW
db9a6313e6e84616b9be27054a2094b2	e59eee36963b43e190734a331d659f0c	RGXCMRVG
db9a6313e6e84616b9be27054a2094b2	e59eee36963b43e190734a331d659f0c	DDVKCOFT
94f50e4b32c14cc287c6165e4681cd6b	0a031c853e7547fdaedbb5a1a5327364	RRYCGPTJ
3ac8550c4587483290c57e5e98d6ee05	cf3340815b7240beba16696800cfff83	ZBYVAYSU
3ac8550c4587483290c57e5e98d6ee05	cf3340815b7240beba16696800cfff83	XFZWLKXT
3ac8550c4587483290c57e5e98d6ee05	cf3340815b7240beba16696800cfff83	SNRKAJGM
3ac8550c4587483290c57e5e98d6ee05	61c4a437149d46a7a19ed9971b521429	VDEAVVXD
3ac8550c4587483290c57e5e98d6ee05	61c4a437149d46a7a19ed9971b521429	LPKOGQDW
3ac8550c4587483290c57e5e98d6ee05	61c4a437149d46a7a19ed9971b521429	FZDZVUZP
3ac8550c4587483290c57e5e98d6ee05	61c4a437149d46a7a19ed9971b521429	HBDVXVVU
3ac8550c4587483290c57e5e98d6ee05	61c4a437149d46a7a19ed9971b521429	SYMFWNZS
adf5c3a65c8e4d0abc900fccf2b665fe	7575f1ce4f5c4976a83baa22606b342f	YQIIIINI
3ac8550c4587483290c57e5e98d6ee05	03907f8753a5497daa589a1782d78486	SNRKAJGM
3ac8550c4587483290c57e5e98d6ee05	03907f8753a5497daa589a1782d78486	ZBYVAYSU
3ac8550c4587483290c57e5e98d6ee05	03907f8753a5497daa589a1782d78486	STJWLLLJ
3ac8550c4587483290c57e5e98d6ee05	03907f8753a5497daa589a1782d78486	SACFZELC
adf653615f6644e5a2feeabf5f7ac675	d7fba4aff8de4585a6a1377d2e3d53ee	EOGNTSAA
adf653615f6644e5a2feeabf5f7ac675	d7fba4aff8de4585a6a1377d2e3d53ee	ZORIKJKR
adf653615f6644e5a2feeabf5f7ac675	ca396428dd3e49e08c54edaf1ceb0806	CTJSJGFE
adf653615f6644e5a2feeabf5f7ac675	ca396428dd3e49e08c54edaf1ceb0806	KVWKPIUF
adf653615f6644e5a2feeabf5f7ac675	ca396428dd3e49e08c54edaf1ceb0806	ADUXKFGP
adf653615f6644e5a2feeabf5f7ac675	ca396428dd3e49e08c54edaf1ceb0806	ACPOCMLL
adf653615f6644e5a2feeabf5f7ac675	ca396428dd3e49e08c54edaf1ceb0806	SUMDACVA
adf653615f6644e5a2feeabf5f7ac675	bca8c262decc4836902c85a5b45306c4	IWROLBEO
adf653615f6644e5a2feeabf5f7ac675	bca8c262decc4836902c85a5b45306c4	UPEDQMVB
adf653615f6644e5a2feeabf5f7ac675	bca8c262decc4836902c85a5b45306c4	UWFVNFHE
adf653615f6644e5a2feeabf5f7ac675	bca8c262decc4836902c85a5b45306c4	FTFODQDB
adf653615f6644e5a2feeabf5f7ac675	bca8c262decc4836902c85a5b45306c4	TAXNWWIP
adf653615f6644e5a2feeabf5f7ac675	bca8c262decc4836902c85a5b45306c4	JDDCTWOQ
adf653615f6644e5a2feeabf5f7ac675	bca8c262decc4836902c85a5b45306c4	SKOOJFOA
6dbcd91158e248bea04dd5dd7c81e76e	8bf2a39624444bc2b620a7570e5267c4	CEVNCOHM
6dbcd91158e248bea04dd5dd7c81e76e	8bf2a39624444bc2b620a7570e5267c4	EDFOJETI
db9a6313e6e84616b9be27054a2094b2	dbc399abd6c44e86b0155db250547503	MWCPJQFL
db9a6313e6e84616b9be27054a2094b2	dbc399abd6c44e86b0155db250547503	DDVKCOFT
adf5c3a65c8e4d0abc900fccf2b665fe	78549bd129b14ccf9c991b67aac0ef99	ZBYVAYSU
adf5c3a65c8e4d0abc900fccf2b665fe	78549bd129b14ccf9c991b67aac0ef99	JIXETBCI
3ac8550c4587483290c57e5e98d6ee05	f93959ebd93f4ba2b4e4d25ee69b8545	SNRKAJGM
3ac8550c4587483290c57e5e98d6ee05	f93959ebd93f4ba2b4e4d25ee69b8545	ZBYVAYSU
3ac8550c4587483290c57e5e98d6ee05	f93959ebd93f4ba2b4e4d25ee69b8545	SACFZELC
3ac8550c4587483290c57e5e98d6ee05	458ef641fb98420aac89f2d43d83ea03	ZBYVAYSU
3ac8550c4587483290c57e5e98d6ee05	458ef641fb98420aac89f2d43d83ea03	SNRKAJGM
3ac8550c4587483290c57e5e98d6ee05	c15331fefb1c4b16831df6768eea15a2	KLJCFNJS
3ac8550c4587483290c57e5e98d6ee05	c15331fefb1c4b16831df6768eea15a2	ZBYVAYSU
3ac8550c4587483290c57e5e98d6ee05	c15331fefb1c4b16831df6768eea15a2	PNOMEUFB
3ac8550c4587483290c57e5e98d6ee05	c15331fefb1c4b16831df6768eea15a2	SNRKAJGM
6fcc5b3f284642e7b91d8c16df97167a	a2fb9b999daf4a639dd43cc76b535020	BQZVJAYL
adf653615f6644e5a2feeabf5f7ac675	053916d0605349b0b38428ad463b04d9	EOGNTSAA
e50958b880754ea19659c6aa7f1e9dd7	c55991a1a25d4d15be8bb71b5544882c	RRYCGPTJ
adf653615f6644e5a2feeabf5f7ac675	ac540e31c4a54c8bbcb2561e34154e09	DGMNOYHB
adf653615f6644e5a2feeabf5f7ac675	ac540e31c4a54c8bbcb2561e34154e09	JSXKVNSU
