device_id	notification_id	location
e79a7d3e6985433d82ade35e42d3f1ff	7535d448eb9f47b78930dc291ddfe93c	Home
6dbd5e5e6c6040938ed458705ece452e	3fa5edba896b43a59c097dc2f5887ecf	Home
6dbcd91158e248bea04dd5dd7c81e76e	d3ab03c45f4b431a821d0ef43ffcd491	Home
6dbcd91158e248bea04dd5dd7c81e76e	8bf2a39624444bc2b620a7570e5267c4	Work
db9a6313e6e84616b9be27054a2094b2	139aeb7251084d7da9b50f87f57f40f1	Home
adf5c3a65c8e4d0abc900fccf2b665fe	78549bd129b14ccf9c991b67aac0ef99	Home
e79a7d3e6985433d82ade35e42d3f1ff	9692b441f10e4c2ab05a384b5e2140b7	Home
6fcc5b3f284642e7b91d8c16df97167a	a2fb9b999daf4a639dd43cc76b535020	Home
6dbcd91158e248bea04dd5dd7c81e76e	37400dd1e0764643903d294180ba02ae	Other
6fcc5b3f284642e7b91d8c16df97167a	56e7f3fabee8435c8aee03f8b52aedee	Other
6dbd5e5e6c6040938ed458705ece452e	5dad3648dbec4be8bfb9c6200a52b680	Home
d143f2f107854051bfc9e2cbe8c913b5	94efeb4d7dd14884a3ecdbef8f5078ae	Home
6dbcd91158e248bea04dd5dd7c81e76e	f6eb9df70e264f489396f5927e63e82a	Home
6dbd5e5e6c6040938ed458705ece452e	3ed98d2aaadf49dd9b636ef4ea80d869	Home
db9a6313e6e84616b9be27054a2094b2	2cabd687b9bc47a6855a9f3ea83fdf2c	Home
e79a7d3e6985433d82ade35e42d3f1ff	d092ed6544d142f7b2e8a9247c193886	Home
3ac8550c4587483290c57e5e98d6ee05	8b2ef6818a904955ac850e2ed9c2ff90	Other
e79a7d3e6985433d82ade35e42d3f1ff	6054047fcc4b4d4a87876d95ec77e8aa	Other
adf5c3a65c8e4d0abc900fccf2b665fe	e8f54ffb5dd641ad9c838a96325e1caf	Home
adf5c3a65c8e4d0abc900fccf2b665fe	15236cd85db749d79cd0b6fe4738ac33	Home
6fcc5b3f284642e7b91d8c16df97167a	7bbf1fa277824252ba080ea837f45ea4	Home
adf5c3a65c8e4d0abc900fccf2b665fe	c69f283b03be478d8c8b5a84f087ca28	Home
d143f2f107854051bfc9e2cbe8c913b5	e4bf6bc423fa4cae95f68ace45f9a72e	Home
e79a7d3e6985433d82ade35e42d3f1ff	a1dadba355b54355ab055fcbab5749f8	Other
3ac8550c4587483290c57e5e98d6ee05	48233a6d1e924b2aa016d738ab7bf23e	Home
d143f2f107854051bfc9e2cbe8c913b5	31b7b2e8415345e49a70d5a0ec763549	Home
43fd6ac3ba544d0aa99bb50a266d1f76	ecb2eb9f555841469ab0f2e2f5336b28	Home
6fcc5b3f284642e7b91d8c16df97167a	a1e3e84797e848d6939c478b05ae354c	Other
adf653615f6644e5a2feeabf5f7ac675	e51a42a867d1422a9e8bcce0b2981dcb	Other
adf653615f6644e5a2feeabf5f7ac675	d0bcf1ed953d4fe487a45a5e37a7f5bc	Other
db9a6313e6e84616b9be27054a2094b2	896a0f7084e24119a9409487e1af2482	Home
43fd6ac3ba544d0aa99bb50a266d1f76	aed59bf2c7c34b80b8e4e9dc9c6d3922	Work
3ac8550c4587483290c57e5e98d6ee05	cfae1d829ec04e7ebf5dd16e7f293ef6	Home
db9a6313e6e84616b9be27054a2094b2	279fef45f6c541bba57b2ee70e5844ac	Home
6dbd5e5e6c6040938ed458705ece452e	9a18f176cdc741cabd6dc12583451ca0	Home
3ac8550c4587483290c57e5e98d6ee05	e320bfe45a364249ac2db46c33487e13	Other
3ac8550c4587483290c57e5e98d6ee05	b635d84405414c6d8414cfdd52f72314	Work
adf653615f6644e5a2feeabf5f7ac675	93a3770b4f7c4a658379be6c13351527	Home
adf653615f6644e5a2feeabf5f7ac675	bcd664985d674bc595fae38d31fe5d27	Home
6fcc5b3f284642e7b91d8c16df97167a	b4e37c0c90144a1b9acff7311f4521b4	Home
adf5c3a65c8e4d0abc900fccf2b665fe	acb0ed4bc3dc4b40bd4069c8af6d4f65	Home
3ac8550c4587483290c57e5e98d6ee05	793863a2342241fb9ebf6fb13d12bbb6	Home
f388a39a209144198f1312861dab3105	5c8de022fa6b4e84ba1fcc1897331f2f	Home
6dbcd91158e248bea04dd5dd7c81e76e	e99d789bbb404e7e977b2a970dd5da53	Other
6fcc5b3f284642e7b91d8c16df97167a	355d72874da1449b94ca063344f3cc64	Home
adf5c3a65c8e4d0abc900fccf2b665fe	4a9fdcb9b8c74dfcb254885cf09e7403	Home
adf5c3a65c8e4d0abc900fccf2b665fe	ddb0240b7aa742b3ba5ce526c6297e58	Home
adf5c3a65c8e4d0abc900fccf2b665fe	a7ed80abc5904892b6d07b36eb2daeaf	Home
6fcc5b3f284642e7b91d8c16df97167a	b9f2002da06645a494aa7825bc4a2955	Home
3ac8550c4587483290c57e5e98d6ee05	6878bd97e4bf471da6f8cc2a9838c324	Home
adf5c3a65c8e4d0abc900fccf2b665fe	9aa07b3c5c8e4f8dbdc523862a067341	Home
6dbcd91158e248bea04dd5dd7c81e76e	708a0aa7ac8248b9956ecfdbe7de43de	Home
f388a39a209144198f1312861dab3105	c89f6f924f5949a89b89dc2db2a83284	Home
6dbcd91158e248bea04dd5dd7c81e76e	4256ee537c794aa0b3db36f46ccd7830	Other
3ac8550c4587483290c57e5e98d6ee05	fb962c9e483b4b599413f45f935610b0	Home
6fcc5b3f284642e7b91d8c16df97167a	ab87d83fb2544f39910ce272ab6667f0	Home
adf5c3a65c8e4d0abc900fccf2b665fe	f19350f0bdd94d1dadcc1d8a9017fbf4	Home
db9a6313e6e84616b9be27054a2094b2	bc8e0c3c2b2f424c901745a21b0f8a5c	Home
abe10a6b6d7b40ceb426841c1ea4b3fd	5f916b181452447c8be521c696d18d53	Home
db9a6313e6e84616b9be27054a2094b2	b026079d18a640c9a5cfc3897802ba95	Home
3ac8550c4587483290c57e5e98d6ee05	2fb8c82436c34172ab79741757164402	Work
6fcc5b3f284642e7b91d8c16df97167a	78d1438683f44abfa18104fb42a8a89d	Home
f388a39a209144198f1312861dab3105	fe60c70e16cd4cba9561d053626e76ff	Home
3ac8550c4587483290c57e5e98d6ee05	56608f6a89ba44f68e439bc195187203	Home
adf5c3a65c8e4d0abc900fccf2b665fe	1113127ac8c74bc6867a4797f5c4b8ed	Home
adf653615f6644e5a2feeabf5f7ac675	5042f6513ef24aa0911e846d11b5b53b	Home
6dbcd91158e248bea04dd5dd7c81e76e	8679b6998bc7461d8a5e79a284289055	Other
43fd6ac3ba544d0aa99bb50a266d1f76	a0147f3128ed4736b27f02c76c143539	Other
3ac8550c4587483290c57e5e98d6ee05	2b9981e9b484446ca50a718e47933cba	Home
6fcc5b3f284642e7b91d8c16df97167a	ec157a57e49648298a57b23baeb3209e	Home
d143f2f107854051bfc9e2cbe8c913b5	af71e45c64a143d2a1ac9ff83881f4ca	Home
adf653615f6644e5a2feeabf5f7ac675	5a312862222149578fbadc66476a3c12	Other
d143f2f107854051bfc9e2cbe8c913b5	14cc5a6a3c5143dbb49f6cc5bb13a858	Other
adf653615f6644e5a2feeabf5f7ac675	81311d7129c04f68949bd2ce326f49e9	Home
6dbcd91158e248bea04dd5dd7c81e76e	5ec9d363fd474410a71fd50b5afcdcb7	Home
db9a6313e6e84616b9be27054a2094b2	dc015296f51f46d7a912be48f2bacbb3	Home
6fcc5b3f284642e7b91d8c16df97167a	4b2d4016860e439883cbbaea17a236ab	Other
6fcc5b3f284642e7b91d8c16df97167a	1a38588365f342efa33ab047e3d0e019	Home
3ac8550c4587483290c57e5e98d6ee05	7c83b0e73dbc4855bf512566962cca4d	Home
43fd6ac3ba544d0aa99bb50a266d1f76	5c83e82c118b4bf8922a96151269a376	Home
d143f2f107854051bfc9e2cbe8c913b5	0c582d8cde6148908fb2ca30f01823af	Home
43fd6ac3ba544d0aa99bb50a266d1f76	53f5be5b8ee74876930e5d295474503b	Work
3ac8550c4587483290c57e5e98d6ee05	25cbafd36332426bbe77ab0094cb67dd	Home
3ac8550c4587483290c57e5e98d6ee05	4573afdda679435281219c34100ec477	Home
6dbcd91158e248bea04dd5dd7c81e76e	7e2da0f1185f43af94c2391d211b2261	Other
6fcc5b3f284642e7b91d8c16df97167a	cd464c2ca09f4c199109ecea2eb0fe20	Home
adf653615f6644e5a2feeabf5f7ac675	d6f596c8d97841d6b985274c39d794bb	Other
43fd6ac3ba544d0aa99bb50a266d1f76	eeca78d5cd884380abede402464668bf	Home
3ac8550c4587483290c57e5e98d6ee05	9b9f370e79a14ffda4a41eb9d33cdc68	Home
f388a39a209144198f1312861dab3105	39813e89b8f2404293a0f8b19411ad69	Home
adf5c3a65c8e4d0abc900fccf2b665fe	f1600673277c46f3bf28d994c67a696d	Home
3ac8550c4587483290c57e5e98d6ee05	8f170122fab24b2da70ee79f4cc2cf3d	Home
adf653615f6644e5a2feeabf5f7ac675	f502a5de815e416e8d8bcd148ef29f8e	Home
3ac8550c4587483290c57e5e98d6ee05	80c33eae9d8d4701845340f75de4dd1f	Other
3ac8550c4587483290c57e5e98d6ee05	1e6a08a9e5f148919a44ad2e31e3d1ae	Home
adf5c3a65c8e4d0abc900fccf2b665fe	3a781b812a5a4425a210b068f1141667	Home
6dbcd91158e248bea04dd5dd7c81e76e	b5294768f0134c2fb704bccc77c743eb	Other
43fd6ac3ba544d0aa99bb50a266d1f76	7d5fb69a1e424f2cbb686ba7f6e0a6e5	Home
db9a6313e6e84616b9be27054a2094b2	be7441ad12354cc39c7c3ddde83d3c69	Home
db9a6313e6e84616b9be27054a2094b2	208a4a03aad74bfcb439ff8f6bf0df59	Other
6fcc5b3f284642e7b91d8c16df97167a	65b14f855f6f4b91a672ea984a819fe6	Home
d143f2f107854051bfc9e2cbe8c913b5	d48a87cfaae74fea956e84a96ce49c33	Home
adf5c3a65c8e4d0abc900fccf2b665fe	35115bd922e24d769990a7cf41e3f8f1	Home
6dbcd91158e248bea04dd5dd7c81e76e	dfea41c5a942455883f1a21c2d44c1b1	Work
6fcc5b3f284642e7b91d8c16df97167a	b98fc02b4b6340dd9a8e58f83867037c	Home
43fd6ac3ba544d0aa99bb50a266d1f76	f592a01544864d8ab2ecf351ec030218	Other
ef24e3578f264168ae5adfb7e75e4cea	8ca0f83d5eca4da285ed342c85aa4d9c	Home
3ac8550c4587483290c57e5e98d6ee05	096c50702ba14c8fbaa87678a2919804	Home
db9a6313e6e84616b9be27054a2094b2	d00efc2c0fe84331b7440650537ee0eb	Home
6fcc5b3f284642e7b91d8c16df97167a	1d9c73c8324f438f9d09f93cd7d3af1e	Home
3ac8550c4587483290c57e5e98d6ee05	436faf4f072946b2a0eebd5f222e90b3	Work
adf5c3a65c8e4d0abc900fccf2b665fe	7184de2fb7d74d929ca1b5421fde4803	Home
3ac8550c4587483290c57e5e98d6ee05	364f595990b445b1921404a01cb08a23	Home
e79a7d3e6985433d82ade35e42d3f1ff	27b18ab6345c4c27a91dce0f776035bc	Other
6dbcd91158e248bea04dd5dd7c81e76e	4786840ae73448009a418862099dd168	Home
3ac8550c4587483290c57e5e98d6ee05	86ca3e19492d46988fe6baf2824f4fb8	Work
43fd6ac3ba544d0aa99bb50a266d1f76	78ae78bfa3a14c3d9ed029caeefc86bf	Home
6dbd5e5e6c6040938ed458705ece452e	19cc7f0726ad4a84871d5cbe84a31e9c	Home
6dbd5e5e6c6040938ed458705ece452e	bf647be978a04318a5a3849020d45446	Home
43fd6ac3ba544d0aa99bb50a266d1f76	e7cdaa3ea2f24d239beaf8a274534423	Work
db9a6313e6e84616b9be27054a2094b2	47078b30b7de4836bb6004f63f6923f1	Home
3ac8550c4587483290c57e5e98d6ee05	f18d00f2f7b24618850a144bb07d2937	Other
6dbd5e5e6c6040938ed458705ece452e	c194e8e5f6c54585a52c4ac2b94badd9	Other
6dbcd91158e248bea04dd5dd7c81e76e	5e56fd2ced9a407487ab48b8e64cdef8	Other
adf653615f6644e5a2feeabf5f7ac675	ddca4c96d9024e978cd6f3c20db0d1d8	Work
3ac8550c4587483290c57e5e98d6ee05	fd4fe5581a9b41489d2eb7929768b387	Work
6fcc5b3f284642e7b91d8c16df97167a	f199a381f1f347dea74d8efc0ee660d5	Home
3ac8550c4587483290c57e5e98d6ee05	db4753e199c9456cafdfb37823f0c07a	Home
adf5c3a65c8e4d0abc900fccf2b665fe	674b3b6a03f64793bb135feeecac3b00	Home
6fcc5b3f284642e7b91d8c16df97167a	b897dca168b0483193b5e83cebbb6742	Home
3ac8550c4587483290c57e5e98d6ee05	ab00dd6a0457467e89e0ab6b3eb60778	Home
3ac8550c4587483290c57e5e98d6ee05	fc7e3539c1d84362908a0c073ba213a8	Other
db9a6313e6e84616b9be27054a2094b2	ab2271caf12b4b56a530bd319d57c41e	Home
db9a6313e6e84616b9be27054a2094b2	fbfa667b0a734c8489704f0d31afa71f	Home
6dbcd91158e248bea04dd5dd7c81e76e	2856c41bf3d54f8eaccbe714dc4913d7	Home
43fd6ac3ba544d0aa99bb50a266d1f76	fdeef4a1f9e441d38e05ecff1efa6b88	Other
6dbcd91158e248bea04dd5dd7c81e76e	168b7542f91542908bd4a9f2c09a3a02	Other
3ac8550c4587483290c57e5e98d6ee05	5dc9b67adbc34559b15e5f1c02fbaca9	Home
adf5c3a65c8e4d0abc900fccf2b665fe	e84a8849db3140c2838f0471c71fdc2a	Home
29727154906d4b7bbda2f43a866876b6	b917f2a34f4b47c3835f68973d30dcbf	Home
3ac8550c4587483290c57e5e98d6ee05	de411c23fc1640b1ab6b03053398a9ce	Work
adf5c3a65c8e4d0abc900fccf2b665fe	21ae856263c24cffa42024ce34761bde	Home
adf653615f6644e5a2feeabf5f7ac675	daf4c7652b3d4d6dacad8ea4460d6935	Home
6dbd5e5e6c6040938ed458705ece452e	ea684560210d4540874cb9d3494c6173	Home
adf5c3a65c8e4d0abc900fccf2b665fe	c1c5b27794ea46e6963814a9b1ca721c	Home
db9a6313e6e84616b9be27054a2094b2	1cfa4ef1a8694266998f5f3846bc1d2e	Home
6dbd5e5e6c6040938ed458705ece452e	58ca94e7458d4aeeb6f608244b33763c	Home
43fd6ac3ba544d0aa99bb50a266d1f76	82a243453f6d49e8ad99baba55a4bc82	Home
adf5c3a65c8e4d0abc900fccf2b665fe	8d53f209dadc4625ae06e3e55576ac15	Other
db9a6313e6e84616b9be27054a2094b2	ded24b106e1d4cc9a33ee4fae27cce2f	Home
6dbd5e5e6c6040938ed458705ece452e	326cf1fac5c74b5594abe99ed6efca6f	Home
6dbcd91158e248bea04dd5dd7c81e76e	d5f5d81796f8409587f058c8748a2764	Other
db9a6313e6e84616b9be27054a2094b2	44ade36b8e3a4c889f3de54bc730eee0	Home
db9a6313e6e84616b9be27054a2094b2	8915a396f99046b0aaaf0dc778969a2f	Home
e79a7d3e6985433d82ade35e42d3f1ff	844d70bd75544d049fd90d47303c9222	Home
6dbcd91158e248bea04dd5dd7c81e76e	f5619dfe13a24f74a4c2214030a68b65	Home
adf653615f6644e5a2feeabf5f7ac675	23d9afed971d4a0994f6ce3b2b5ea43c	Other
db9a6313e6e84616b9be27054a2094b2	a6fa17a0454146939b17711b7dd310d4	Home
6dbcd91158e248bea04dd5dd7c81e76e	0f4a62e4410e4be998f8a0abcaebf9ac	Other
6dbcd91158e248bea04dd5dd7c81e76e	93ed040fa5a54551afe12dc0899c4598	Other
f388a39a209144198f1312861dab3105	35dc4c1398dd434ca92ab2c8082aac7f	Other
3ac8550c4587483290c57e5e98d6ee05	85bd63bab84a4cdc99b47e98c14eb7cb	Home
adf653615f6644e5a2feeabf5f7ac675	80df9b72c7894bccb4b27f9bcefacde2	Home
6dbd5e5e6c6040938ed458705ece452e	9c0f47981b2f4012adfbecfde60db4be	Home
db9a6313e6e84616b9be27054a2094b2	4f7095b4073e455595d10ffa6e34e00f	Work
ef24e3578f264168ae5adfb7e75e4cea	7266be0785c3432ea823ca3bc63c9a3c	Home
3ac8550c4587483290c57e5e98d6ee05	0191501aa2d34891a91032355251979c	Home
3ac8550c4587483290c57e5e98d6ee05	bf806fb25a724c5883baa566d489b1ba	Home
3ac8550c4587483290c57e5e98d6ee05	e658b38875a84c4b86a6202cb26d1615	Home
db9a6313e6e84616b9be27054a2094b2	1d10057b423b4b189bfb80c9e5f98846	Other
6fcc5b3f284642e7b91d8c16df97167a	560a3a73c00d4a73816baa4ae2b2bfdb	Other
f388a39a209144198f1312861dab3105	c33430741a174dcfa697702f8f21eefb	Work
