device_id	notification_id	activity
3ac8550c4587483290c57e5e98d6ee05	b46e8d9ca3fc408f950f744514cee48a	STILL
db9a6313e6e84616b9be27054a2094b2	7bef69dfc6094d05b14fd36cd7e19593	UNKNOWN
f388a39a209144198f1312861dab3105	aa35aef840e84085b8d216b8357b9f49	STILL
adf5c3a65c8e4d0abc900fccf2b665fe	e8f54ffb5dd641ad9c838a96325e1caf	STILL
3ac8550c4587483290c57e5e98d6ee05	94bfeb35e25a44239306c4f6c55551eb	STILL
d143f2f107854051bfc9e2cbe8c913b5	e4bf6bc423fa4cae95f68ace45f9a72e	STILL
29727154906d4b7bbda2f43a866876b6	3e5e4018356a4001ab329a84cd2a74fe	STILL
3ac8550c4587483290c57e5e98d6ee05	48233a6d1e924b2aa016d738ab7bf23e	STILL
d143f2f107854051bfc9e2cbe8c913b5	31b7b2e8415345e49a70d5a0ec763549	STILL
adf653615f6644e5a2feeabf5f7ac675	554af1688905483bbb02fb76f779fb5e	STILL
43fd6ac3ba544d0aa99bb50a266d1f76	ecb2eb9f555841469ab0f2e2f5336b28	STILL
d143f2f107854051bfc9e2cbe8c913b5	9004077174f04ea99f413db9578a65d7	STILL
3ac8550c4587483290c57e5e98d6ee05	f71dcb68457541038a63dafb7bde056a	STILL
94f50e4b32c14cc287c6165e4681cd6b	198795a3e3a7446384dce9ca7de98625	STILL
6dbcd91158e248bea04dd5dd7c81e76e	bcf43ccb546c463092d3f9f204ece5a0	STILL
3ac8550c4587483290c57e5e98d6ee05	2992e768e93449c2a20f2c280388a0b2	STILL
adf653615f6644e5a2feeabf5f7ac675	d0bcf1ed953d4fe487a45a5e37a7f5bc	ON_FOOT
db9a6313e6e84616b9be27054a2094b2	552ae35ee6934d14b9fdc8354d0e0933	STILL
f388a39a209144198f1312861dab3105	fc813689a4164987af15f72d4468439c	STILL
3ac8550c4587483290c57e5e98d6ee05	9c3ec4236f2c42f0af5dbb6c41fdc743	STILL
43fd6ac3ba544d0aa99bb50a266d1f76	aed59bf2c7c34b80b8e4e9dc9c6d3922	STILL
f388a39a209144198f1312861dab3105	87b70c50d9e3406d8b944cc2553f812e	STILL
f388a39a209144198f1312861dab3105	625705f1f6094dfd9745d5b0dd37d1f2	STILL
db9a6313e6e84616b9be27054a2094b2	279fef45f6c541bba57b2ee70e5844ac	STILL
6fcc5b3f284642e7b91d8c16df97167a	f0df67b6910e4517ae978bc3ae51db91	STILL
db9a6313e6e84616b9be27054a2094b2	45f01729a67d49acbb851147be4ee742	STILL
d143f2f107854051bfc9e2cbe8c913b5	17de10e4fb3947bfb1e43d22a0a69702	STILL
d143f2f107854051bfc9e2cbe8c913b5	50a6a165a85b4cc699af77fd6051872c	STILL
3ac8550c4587483290c57e5e98d6ee05	68a6e4dccf824d5ab1b38413c3c4584d	STILL
3ac8550c4587483290c57e5e98d6ee05	abdca5d1332f41ddbb6c231a3e72af6f	STILL
3ac8550c4587483290c57e5e98d6ee05	6f1a7a5f651b4e029077be3b0f8a3503	UNKNOWN
43fd6ac3ba544d0aa99bb50a266d1f76	10c7530d2784478f83f5d2f3ce687ccb	STILL
e79a7d3e6985433d82ade35e42d3f1ff	65f835d61a874092b3b2ca91c00b6f25	STILL
43fd6ac3ba544d0aa99bb50a266d1f76	d6a3cdaff4714f99b26248e167540139	UNKNOWN
adf5c3a65c8e4d0abc900fccf2b665fe	acb0ed4bc3dc4b40bd4069c8af6d4f65	STILL
adf653615f6644e5a2feeabf5f7ac675	a480c851e02b4527b21c01dccdbca5a4	STILL
3ac8550c4587483290c57e5e98d6ee05	793863a2342241fb9ebf6fb13d12bbb6	ON_FOOT
3ac8550c4587483290c57e5e98d6ee05	4741201cf3734337b201d5814ecc34ac	STILL
94f50e4b32c14cc287c6165e4681cd6b	76944217f96841c9ba4e936d39a324d0	STILL
3ac8550c4587483290c57e5e98d6ee05	bdeaa475e5cf4632bcffcf297b88c13c	STILL
29727154906d4b7bbda2f43a866876b6	d814e44848b14c23b126862221352536	STILL
adf653615f6644e5a2feeabf5f7ac675	8baa3ad9fb6b4866a996fdc2d0cf6c76	STILL
6fcc5b3f284642e7b91d8c16df97167a	355d72874da1449b94ca063344f3cc64	STILL
db9a6313e6e84616b9be27054a2094b2	da702d19aa724901821053aa18b8c1a5	STILL
adf5c3a65c8e4d0abc900fccf2b665fe	ddb0240b7aa742b3ba5ce526c6297e58	STILL
d143f2f107854051bfc9e2cbe8c913b5	83ee34ad9739491b839c2d738024a838	STILL
6fcc5b3f284642e7b91d8c16df97167a	b9f2002da06645a494aa7825bc4a2955	TILTING
3ac8550c4587483290c57e5e98d6ee05	6878bd97e4bf471da6f8cc2a9838c324	STILL
adf5c3a65c8e4d0abc900fccf2b665fe	9aa07b3c5c8e4f8dbdc523862a067341	STILL
3ac8550c4587483290c57e5e98d6ee05	260707b2c9e1459396ce1518f6badc82	UNKNOWN
6dbcd91158e248bea04dd5dd7c81e76e	708a0aa7ac8248b9956ecfdbe7de43de	STILL
d143f2f107854051bfc9e2cbe8c913b5	28989429dabe4cfc81dc20c7de02baf3	STILL
d143f2f107854051bfc9e2cbe8c913b5	d75e9a83825442219e9dfeb4a2d904fe	STILL
adf653615f6644e5a2feeabf5f7ac675	df360c5bce2a4106a60a594a663d67fa	UNKNOWN
f388a39a209144198f1312861dab3105	c89f6f924f5949a89b89dc2db2a83284	STILL
d143f2f107854051bfc9e2cbe8c913b5	dec94afd687e460fa85184e99b6e023c	STILL
6dbcd91158e248bea04dd5dd7c81e76e	4256ee537c794aa0b3db36f46ccd7830	STILL
f388a39a209144198f1312861dab3105	b8aa40704e3347fb80d118e86b98ccd4	STILL
3ac8550c4587483290c57e5e98d6ee05	fb962c9e483b4b599413f45f935610b0	STILL
db9a6313e6e84616b9be27054a2094b2	cdca9c30708a4d48b0e8d602699e3473	UNKNOWN
db9a6313e6e84616b9be27054a2094b2	bc8e0c3c2b2f424c901745a21b0f8a5c	STILL
db9a6313e6e84616b9be27054a2094b2	b026079d18a640c9a5cfc3897802ba95	STILL
6fcc5b3f284642e7b91d8c16df97167a	78d1438683f44abfa18104fb42a8a89d	TILTING
f388a39a209144198f1312861dab3105	fe60c70e16cd4cba9561d053626e76ff	STILL
adf5c3a65c8e4d0abc900fccf2b665fe	1113127ac8c74bc6867a4797f5c4b8ed	STILL
db9a6313e6e84616b9be27054a2094b2	eb154632f893443aa30e1afe7dbb71cb	STILL
d143f2f107854051bfc9e2cbe8c913b5	275f99c9db8a44cebef78347fb813cc8	STILL
6dbcd91158e248bea04dd5dd7c81e76e	a0f726c3fec445d68f8d19586bc6f268	STILL
43fd6ac3ba544d0aa99bb50a266d1f76	af52c2cbe2134957a90f45da53a47607	UNKNOWN
3ac8550c4587483290c57e5e98d6ee05	2b9981e9b484446ca50a718e47933cba	STILL
e79a7d3e6985433d82ade35e42d3f1ff	c24501a30e424135a44d81fc781c2823	STILL
3ac8550c4587483290c57e5e98d6ee05	c4cce2097e184f0ba2969fb375265668	STILL
d143f2f107854051bfc9e2cbe8c913b5	af71e45c64a143d2a1ac9ff83881f4ca	STILL
adf653615f6644e5a2feeabf5f7ac675	5a312862222149578fbadc66476a3c12	STILL
e50958b880754ea19659c6aa7f1e9dd7	043990a43d424c8db7fba6f709c20ad2	STILL
db9a6313e6e84616b9be27054a2094b2	2b3e1d7656b442578ba05cc1faa8ca5c	STILL
db9a6313e6e84616b9be27054a2094b2	6d2dd2ad457642a3b22a092355fa89cd	STILL
3ac8550c4587483290c57e5e98d6ee05	89f1ed88389241a38acfc1eeb8e7fec0	STILL
adf653615f6644e5a2feeabf5f7ac675	b6e9d982adef497dbd91c9827ce6e2b2	STILL
adf653615f6644e5a2feeabf5f7ac675	93d7f2e93af047bfa2a420bf5c2f5c2c	UNKNOWN
6fcc5b3f284642e7b91d8c16df97167a	11207a37efb64083806f082f00b4890c	STILL
29727154906d4b7bbda2f43a866876b6	bd08a47ac2714b418925b057d8835ef0	STILL
94f50e4b32c14cc287c6165e4681cd6b	c0ad955d057d4427a36f3faa46c60019	STILL
db9a6313e6e84616b9be27054a2094b2	5ac52c54d6864839bfd9179c028aa971	STILL
6fcc5b3f284642e7b91d8c16df97167a	1a38588365f342efa33ab047e3d0e019	STILL
43fd6ac3ba544d0aa99bb50a266d1f76	5c83e82c118b4bf8922a96151269a376	STILL
adf653615f6644e5a2feeabf5f7ac675	ede963c277da419985286a3e2c619d89	STILL
6dbcd91158e248bea04dd5dd7c81e76e	9d425eeb3d7a426cb90181533d63af96	STILL
3ac8550c4587483290c57e5e98d6ee05	9bf1fe115cf1490a9f5a7403e4358530	STILL
6fcc5b3f284642e7b91d8c16df97167a	cd464c2ca09f4c199109ecea2eb0fe20	TILTING
43fd6ac3ba544d0aa99bb50a266d1f76	eeca78d5cd884380abede402464668bf	UNKNOWN
f388a39a209144198f1312861dab3105	4f01854f44dc497490ce6d7cb1b6dbd6	STILL
6dbcd91158e248bea04dd5dd7c81e76e	c105d5c049c5498e9ab68b4841b30fac	STILL
6dbcd91158e248bea04dd5dd7c81e76e	17a63ebfdae445ec90af618f780a7618	STILL
ef24e3578f264168ae5adfb7e75e4cea	c00df6e3824b451fadd2ea36161e12a6	STILL
3ac8550c4587483290c57e5e98d6ee05	80c33eae9d8d4701845340f75de4dd1f	UNKNOWN
3ac8550c4587483290c57e5e98d6ee05	1aa8916330f440eebe5c140b5653a7a1	STILL
3ac8550c4587483290c57e5e98d6ee05	36c5671ae973415a9fb149ee79117223	STILL
db9a6313e6e84616b9be27054a2094b2	9d38f160973c4a4ba2c359e6b01019cd	STILL
adf653615f6644e5a2feeabf5f7ac675	6d7a820aaada4e26b8019e4ab94085a3	STILL
43fd6ac3ba544d0aa99bb50a266d1f76	7d5fb69a1e424f2cbb686ba7f6e0a6e5	STILL
db9a6313e6e84616b9be27054a2094b2	be7441ad12354cc39c7c3ddde83d3c69	STILL
3ac8550c4587483290c57e5e98d6ee05	d36d81c19b8d442f8ddfeaf202418997	STILL
f388a39a209144198f1312861dab3105	36133cee49db48f2bc5b7c1fbac10b06	STILL
6dbcd91158e248bea04dd5dd7c81e76e	a9044eb2622c407cbbf29c8e396e4e9d	STILL
d143f2f107854051bfc9e2cbe8c913b5	d7042583f89c4336be113f44eac03286	STILL
d143f2f107854051bfc9e2cbe8c913b5	20372b38a3944286943973fe8e464cc8	STILL
ef24e3578f264168ae5adfb7e75e4cea	8ca0f83d5eca4da285ed342c85aa4d9c	STILL
f388a39a209144198f1312861dab3105	f8563c9617624f40a01f8408040e0945	UNKNOWN
f388a39a209144198f1312861dab3105	103824d322ff4a3e81591fe194d80b37	STILL
3ac8550c4587483290c57e5e98d6ee05	1f61096428254d6588c6f8072f8ee192	STILL
3ac8550c4587483290c57e5e98d6ee05	436faf4f072946b2a0eebd5f222e90b3	STILL
6dbcd91158e248bea04dd5dd7c81e76e	68353d0cf135460db2358791744681c1	STILL
6dbcd91158e248bea04dd5dd7c81e76e	4786840ae73448009a418862099dd168	STILL
db9a6313e6e84616b9be27054a2094b2	47078b30b7de4836bb6004f63f6923f1	STILL
6dbcd91158e248bea04dd5dd7c81e76e	3b42e6cb732a41cab10ef74386d0084c	UNKNOWN
f388a39a209144198f1312861dab3105	2b465a99f94442268500417da6838b56	STILL
ef24e3578f264168ae5adfb7e75e4cea	569f3b1642614329b85a9ea993f2be62	STILL
6fcc5b3f284642e7b91d8c16df97167a	f199a381f1f347dea74d8efc0ee660d5	TILTING
adf653615f6644e5a2feeabf5f7ac675	28fc97edec1b44daaf0c4e2e94342a8b	STILL
db9a6313e6e84616b9be27054a2094b2	d6c9efaf8c3c4ffe88c938d00b6698ee	STILL
f388a39a209144198f1312861dab3105	b172f3549a9b4197847f8130b3bd84ef	STILL
db9a6313e6e84616b9be27054a2094b2	1915b71cbc9a48feb3cda9d16be3db2e	STILL
3ea1a425177d4163a5a9f04c690d2965	8c6730c4d2554401be9f40c314941e79	STILL
6dbcd91158e248bea04dd5dd7c81e76e	b72a31a353a346d081831d3ec1cb587a	STILL
3ac8550c4587483290c57e5e98d6ee05	406a88734424498a9276673756b4e6c9	STILL
3ac8550c4587483290c57e5e98d6ee05	f13bfc617467478fb641152460cb9f7c	STILL
f388a39a209144198f1312861dab3105	c4b532fff0a6405185cd4dfbe28a4ce6	UNKNOWN
3ac8550c4587483290c57e5e98d6ee05	de411c23fc1640b1ab6b03053398a9ce	STILL
adf653615f6644e5a2feeabf5f7ac675	daf4c7652b3d4d6dacad8ea4460d6935	STILL
adf5c3a65c8e4d0abc900fccf2b665fe	c1c5b27794ea46e6963814a9b1ca721c	STILL
e50958b880754ea19659c6aa7f1e9dd7	225c5990aa3548ffac7a96b3bcb5f56b	STILL
6dbd5e5e6c6040938ed458705ece452e	58ca94e7458d4aeeb6f608244b33763c	STILL
6dbd5e5e6c6040938ed458705ece452e	326cf1fac5c74b5594abe99ed6efca6f	STILL
f388a39a209144198f1312861dab3105	e3ca49ead2d3403ead68c111c22e89f1	STILL
db9a6313e6e84616b9be27054a2094b2	d8b9ccefae534b4f9bf3dbbab1baf87a	STILL
6dbcd91158e248bea04dd5dd7c81e76e	f25a7272e0e249ffa37577e0776b87f2	STILL
adf653615f6644e5a2feeabf5f7ac675	621fdddb42f24db8b4ded84b817f86fb	STILL
d143f2f107854051bfc9e2cbe8c913b5	0dfc40e2e1f54de38b4af328536d89bd	STILL
db9a6313e6e84616b9be27054a2094b2	8915a396f99046b0aaaf0dc778969a2f	STILL
adf653615f6644e5a2feeabf5f7ac675	23d9afed971d4a0994f6ce3b2b5ea43c	ON_FOOT
db9a6313e6e84616b9be27054a2094b2	a6fa17a0454146939b17711b7dd310d4	STILL
adf653615f6644e5a2feeabf5f7ac675	76194f792afc4d1ea035fdfdf9864e8a	STILL
3ac8550c4587483290c57e5e98d6ee05	f1b6148388954cf69d81f7faf57bb8ec	UNKNOWN
db9a6313e6e84616b9be27054a2094b2	0b0d7b5846714ac2ba8d15d41fcf3a9e	STILL
f388a39a209144198f1312861dab3105	35dc4c1398dd434ca92ab2c8082aac7f	STILL
3ac8550c4587483290c57e5e98d6ee05	020a50c989ba49b4aabbf9097bd514b2	STILL
f388a39a209144198f1312861dab3105	d722f275456748a7b37a27424f17d3e9	STILL
6dbcd91158e248bea04dd5dd7c81e76e	fb04263d3bfa4fec8abad3e32c7233d7	STILL
6dbcd91158e248bea04dd5dd7c81e76e	494da614581342a39338d4ed98c20172	UNKNOWN
adf653615f6644e5a2feeabf5f7ac675	80df9b72c7894bccb4b27f9bcefacde2	STILL
db9a6313e6e84616b9be27054a2094b2	a697d0756630455ca20f7deda2c33e6b	STILL
6dbd5e5e6c6040938ed458705ece452e	9c0f47981b2f4012adfbecfde60db4be	STILL
db9a6313e6e84616b9be27054a2094b2	1d10057b423b4b189bfb80c9e5f98846	ON_BICYCLE
d143f2f107854051bfc9e2cbe8c913b5	db62432ccff14b058db4834a3ddd5eda	STILL
6fcc5b3f284642e7b91d8c16df97167a	3c69f51377684129b309279f9156d761	TILTING
6dbcd91158e248bea04dd5dd7c81e76e	bb442c0507b64e76a802fc0545b95341	STILL
adf653615f6644e5a2feeabf5f7ac675	29f330fff6b54f4a967e87209e9ac565	STILL
d143f2f107854051bfc9e2cbe8c913b5	9d9bd4fe6a704d16912f5b332f38fffe	STILL
d143f2f107854051bfc9e2cbe8c913b5	4f510c98258b4cac9ad032b4d07d78b0	STILL
db9a6313e6e84616b9be27054a2094b2	0743fe86a55d48c99d74471d74f9519a	STILL
adf653615f6644e5a2feeabf5f7ac675	f484ca7eda7349f7821ba41959ce2211	STILL
d143f2f107854051bfc9e2cbe8c913b5	a506a60ccdc94ddd93368f3a9642a034	STILL
db9a6313e6e84616b9be27054a2094b2	70d7474e495d432eaaba8962e515708b	UNKNOWN
6dbcd91158e248bea04dd5dd7c81e76e	731f33365f404a608662dfee5572a736	STILL
adf653615f6644e5a2feeabf5f7ac675	17e1cbf95c3f40eb97177fb554852822	STILL
3ac8550c4587483290c57e5e98d6ee05	38de27548b164d319a8096dcb05dfe10	STILL
6dbcd91158e248bea04dd5dd7c81e76e	2303a3d4abd1416fab107897575ab521	STILL
db9a6313e6e84616b9be27054a2094b2	7a785470c7284943ab9d04a3b62e239c	STILL
adf5c3a65c8e4d0abc900fccf2b665fe	c59c97595e67452090b4f1ae262e4795	STILL
3ac8550c4587483290c57e5e98d6ee05	e5ca1f16d30e4e3ebf9a87dc132f5bbf	STILL
3ac8550c4587483290c57e5e98d6ee05	4dc1dddb05504dd7a40ff57a8f8ab1f6	STILL
43fd6ac3ba544d0aa99bb50a266d1f76	01b0ea4e46c24b31bee7114d3bb895d2	STILL
43fd6ac3ba544d0aa99bb50a266d1f76	64b4871ea05f4c73b0ac5c7474b3861a	STILL
db9a6313e6e84616b9be27054a2094b2	1f8e89b7cf6b4ecf905c71e1b7f8f164	STILL
e79a7d3e6985433d82ade35e42d3f1ff	7f7ae1e3be2a49a09f1baa0866dbc759	STILL
db9a6313e6e84616b9be27054a2094b2	952e5b7208e54e6087fc3fa1332b6770	STILL
db9a6313e6e84616b9be27054a2094b2	457b328edae1400db334677caada83e2	STILL
adf653615f6644e5a2feeabf5f7ac675	a24ff1916638445bb50eb6e17fb82966	IN_VEHICLE
43fd6ac3ba544d0aa99bb50a266d1f76	56598b9d313a493db86942ce43dd62db	STILL
6dbcd91158e248bea04dd5dd7c81e76e	ec5939bc2b354b4d80315369d8ed3496	STILL
d143f2f107854051bfc9e2cbe8c913b5	54bfc4ac7eb74e46be6f39a30debcd24	STILL
43fd6ac3ba544d0aa99bb50a266d1f76	29d239175cf248b9ab83e9f2d4310255	STILL
db9a6313e6e84616b9be27054a2094b2	a0ac6b93d27f48049c79f4cd57690fcc	STILL
e79a7d3e6985433d82ade35e42d3f1ff	f5be3a5124674e20b23fc9316c717d4f	STILL
6fcc5b3f284642e7b91d8c16df97167a	c07f967c4e014fa29a9d56c0bf1da7ee	STILL
3ac8550c4587483290c57e5e98d6ee05	c939a27f0bbb45e3aab95ba959fc47ad	STILL
db9a6313e6e84616b9be27054a2094b2	222f7630c7974191ac7a92f4bdf358e5	STILL
f388a39a209144198f1312861dab3105	69c6a71521aa4e63814fcb8d627babb4	STILL
