Round,Loss, Accuracy
0,0.6936164498329163, 0.47826087474823
1,0.6901509165763855,0.5113871693611145
2,0.6627463102340698,0.6149068474769592
3,0.6714358329772949,0.6273291707038879
4,0.6660158634185791,0.6190476417541504
5,0.665625274181366,0.6190476417541504
6,0.6716654300689697,0.6169772148132324
7,0.6744114756584167,0.6169772148132324
8,0.6706441640853882,0.6169772148132324
9,0.6855236291885376,0.6169772148132324
10,0.6900240778923035,0.6169772148132324
