Round,Loss,Accuracy
0,0.6926866173744202,0.5334433267513911
1,0.6406479875246683,0.6326041867335638
2,0.6243610580762228,0.6577923695246378
3,0.6243055661519369,0.6638892590999603
4,0.6217673520247141,0.6649289429187775
5,0.626492033402125,0.6644322176774343
6,0.6266314884026846,0.6644881069660187
7,0.6266899406909943,0.6635711590449015
8,0.6304143269856771,0.6617246667544047
9,0.63690714041392,0.663146177927653
10,0.6376097500324249,0.6606701711813608

Total,0, 39526
