Round,Loss,Accuracy
0,0.6936164498329163,0.47826087474823
1,0.6837992668151855,0.6045548915863037
2,0.6750734448432922,0.6231883764266968
3,0.6655367016792297,0.6273291707038879
4,0.6784128546714783,0.6149068474769592
5,0.6725558638572693,0.6190476417541504
6,0.6713582277297974,0.6190476417541504
7,0.6708690524101257,0.6190476417541504
8,0.6921408772468567,0.5817805528640747
9,0.6641223430633545,0.6273291707038879
10,0.6801987290382385,0.590062141418457
