Round,Loss,Accuracy
0,0.6926866173744202,0.5334433267513911
1,0.6409793595472971,0.6515447249015173
2,0.6299895842870077,0.6553042630354563
3,0.6273785332838694,0.6587355931599935
4,0.623677929242452,0.6593993802865347
5,0.625240425268809,0.6615794599056244
6,0.625445028146108,0.6589157481988271
7,0.6274262964725494,0.6584287484486898
8,0.6313640177249908,0.658528596162796
9,0.6321360965569814,0.6655381222565969
10,0.6342143615086874,0.6566381454467773

Total,0, 32043
