Round,Loss,Accuracy
0,0.6926866173744202,0.5334433267513911
1,0.6548818051815033,0.6586820483207703
2,0.6364428202311198,0.6613458096981049
3,0.6326865454514822,0.6662746767203013
4,0.6284006237983704,0.6615937252839407
5,0.625934491554896,0.6667723457018534
6,0.6304800510406494,0.670763889948527
7,0.6351172626018524,0.671350747346878
8,0.6323277652263641,0.6609266897042593
9,0.6424123446146647,0.6609266897042593
10,0.6606911520163218,0.6646448274453481

Total,0, 57787
