Round,Loss,Accuracy
0,0.6926866173744202,0.5334433267513911
1,0.6588956117630005,0.632061297694842
2,0.6329504648844401,0.670249859491984
3,0.6278480688730875,0.672187089920044
4,0.6270474592844645,0.6664001444975535
5,0.6275266905625662,0.6735350489616394
6,0.6235631008942922,0.6715681354204813
7,0.6261586745580038,0.6689089437325796
8,0.6322658856709799,0.6710973183314005
9,0.6384356915950775,0.6703523695468903
10,0.6355297664801279,0.6677807569503784

Total,0, 40019
