Round,Loss,Accuracy
0,0.6926866173744202,0.5334433267513911
1,0.6566534837086996,0.6289751877387365
2,0.6548243463039398,0.6289751877387365
3,0.6540728410085043,0.629168763756752
4,0.6582329471906027,0.6337155252695084
5,0.6685722172260284,0.641154815753301
6,0.6902226209640503,0.6475170254707336
7,0.7214594086011251,0.64836452404658
8,0.7822163701057434,0.6480710903803507
9,0.8628022968769073,0.6528967022895813
10,0.926801880200704,0.6586442093054453

Total,0, 21521
