Round,Loss,Accuracy
0,0.6936164498329163,0.47826087474823
1,0.713373601436615,0.5093167424201965
2,0.7110881805419922,0.5093167424201965
3,0.7397139072418213,0.5093167424201965
4,0.7438784241676331,0.5093167424201965
5,0.7785418629646301,0.5134575366973877
6,0.8174601197242737,0.4989648163318634
7,0.9019206166267395,0.4989648163318634
8,0.9574214816093445,0.4989648163318634
9,1.030817985534668,0.4968944191932678
10,1.1091068983078003,0.5093167424201965
